price,model,title
"115,000",49UH850T,LG 123cm (49 inch) Ultra HD (4K) LED Smart TV
"135,000",49MU7000,Samsung Series 7 124.46cm (49 inch) Ultra HD (4K) LED Smart TV
"18,999",W60FSP1WH,Onida 6 kg Fully Automatic Front Load Washing Machine
"23,999",Eva Aqua SX,IFB 6 kg Fully Automatic Front Load Washing Machine
"31,699",FH0G7WDNL52,LG 6.5 kg Fully Automatic Front Load Washing Machine Silver
"22,499",WAB16060IN,Bosch 6 kg Fully Automatic Front Load Washing Machine
"23,999",WAB16161IN,Bosch 6 kg Fully Automatic Front Load Washing Machine
"24,499",Elena Aqua VX,IFB 6 kg Fully Automatic Front Load Washing Machine
"22,799",WOF6510PS,Onida 6 kg Fully Automatic Front Load Washing Machine Silver
"28,999",WW65M206L0W/TL,Samsung 6.5 kg Fully Automatic Front Load Washing Machine White
"35,049",WAK24268IN,Bosch 7 kg Fully Automatic Front Load Washing Machine
"34,099",FH2G6HDNL22,LG 7 kg Fully Automatic Front Load Washing Machine White
"40,999",FH496TDL24,LG 8 kg Fully Automatic Front Load Washing Machine
"26,999",WAK20061,Bosch 6.5 kg Fully Automatic Front Load Washing Machine White
"29,990",F75TDWW,Onida 7.5 kg Fully Automatic Front Load Washing Machine White
"26,999",MWMFL070CPR,Carrier Midea 7 kg Fully Automatic Front Load Washing Machine
"29,499",Elite Aqua VX,IFB 7 kg Fully Automatic Front Load Washing Machine
"31,999",Senorita Smart,IFB 6.5 kg Fully Automatic Front Load Washing Machine
"33,889",FH0G6WDNL42,LG 6.5 kg Fully Automatic Front Load Washing Machine Silver
"19,999",HW60-1010AS,Haier 6 kg Fully Automatic Front Load Washing Machine
"32,999",FH0B8QDL22,LG 7 kg Fully Automatic Front Load Washing Machine
"28,999",Senorita Aqua VX - 6.5,IFB 6.5 kg Fully Automatic Front Load Washing Machine
"57,499",WW90K6410QX/TL,Samsung 9 kg Fully Automatic Front Load Washing Machine
"33,999",WAK20260IN,Bosch 7 kg Fully Automatic Front Load Washing Machine
"17,499",WMFF60BD,Intex 6 kg Fully Automatic Front Load Washing Machine White
"27,999",WAK20168,Bosch 7 kg Fully Automatic Front Load Washing Machine Silver
"12,099","Royal Tendril Red, RR19M1712RJ-HL/RR19M2712RJ-NL",Samsung 192 L Direct Cool Single Door Refrigerator
"11,499","Solid Wine, WDE 205 CLS 3S WINE",Whirlpool 190 L Direct Cool Single Door Refrigerator
"14,499","Purple Aster, GL-B201APAW",LG 190 L Direct Cool Single Door Refrigerator
"11,999","Wine Fiesta, 205 GENIUS CLS 3S",Whirlpool 190 L Direct Cool Single Door Refrigerator
"13,140","Sangneri Red, RR19M1723RY/HL",Samsung 192 L Direct Cool Single Door Refrigerator
"6,999","Silver Grey, HR-62HP/ HR-62VS",Haier 62 L Direct Cool Single Door Refrigerator
