price,model,title
NA,XPB76-113S,"Haier XPB76-113S Semi-automatic Top-loading Washing Machine (7.6 Kg, Pink and White)"
"11,320.00",SAWM GWS-6502 PPC,"Godrej SAWM GWS-6502 PPC Semi-automatic Top-loading Washing Machine (6.5 Kg, Coral Pink)"
NA,Ace 8.2 Super Soak,"Whirlpool Ace 8.2 Super Soak Semi-automatic Top-loading Washing Machine (8.2 kg, Ace Blue)"
NA,WM VS73J22-DMA,"Videocon WM VS73J22-DMA Quanta Plus Semi-automatic Top-loading Washing Machine (7.3 Kg, Dark Maroon)"
"11,900.00",Euro Glam WM ES73GLDG,"Electrolux 7.3 kg Semi-Automatic Top Loading Washing Machine (Euro Glam WM ES73GLDG, Grey)"
"12,890.00",P8237R3S,"LG P8237R3S Semi-automatic Washing Machine (7.2 Kg, Mauve)"
NA,GWS 8002 PPC,"Godrej GWS 8002 PPC Semi-automatic Top-loading Washing Machine (8 Kg, Dew Red )"
NA,Ace 7.2 Supreme(7.2 Kg),"Whirlpool Ace 7.2 Supreme Semi-automatic Top-loading Washing Machine (7.2 Kg, Grey)"
"12,450.00",Ace 7.5 Super Soak,"Whirlpool Ace 7.5 Super Soak Semi-automatic Top-loading Washing Machine (7.5 kg, Tulip Pink)"
NA,Ace 8.2 Turbo Dry,"Whirlpool Ace 8.2 Turbo Dry Semi-automatic Top-loading Washing Machine (8.2 kg, Floral Purple)"
"11,112.00",Mobili LWMS72LT (Blue),"Lloyd LWMS72L Semi-automatic Top-loading Washing Machine (7.2 kg, Blue)"
"11,490.00",Impulse LWMS75L,Lloyd LWMS75L Semi-automatic Top-loading Washing Machine (7.5 kg)
NA,GWS 7202 PPI,"Godrej GWS7202PPI Semi-Automatic Top-loading Washing Machine (7.2 Kg, White and Maroon)"
"11,490.00",WMVS75Z14-LOA,"Videocon WM VS75Z14-LOA Zaara Superio Semi-automatic Top-loading Washing Machine (7.5 Kg, Luminous Pink)"
"29,000.00",P1860RWN,"LG P1860RWN Semi-automatic Washing Machine (14 Kg, Brown & White)"
"12,290.00",P8037R3F,"LG P8037R3F Semi-automatic Washing Machine (7 Kg, Dark Blue)"
"12,090.00",P7857R3F,"LG P7857R3F Semi-automatic Washing Machine (6.8 Kg, Royal Grey)"
"11,090.00",P7556N3F,"LG P7556N3F Semi-automatic Washing Machine (6.5 Kg, Ink Blue)"
"8,590.00",WM VS60A12-BBU,"Videocon WM VS60A12-BBU Storm Prime Semi-automatic Top-loading Washing Machine (6 Kg, Dark Maroon)"
NA,Ace 6.5 Supreme Plus,"Whirlpool 6.5 kg Semi-Automatic Top Loading Washing Machine (Ace 6.5 Supreme Plus, Peppy Purple)"
"11,990.00",VS75Z11,"Videocon VS75Z11 Zaara Royale Semi-automatic Top-loading Washing Machine (7.5 Kg, Ebony Black)"
"13,861.00",Amazon/Seller Fulfilled,"Samsung WT1007AG/TL Semi Automatic Top Load Washing Machine (8Kg, Grey)"
NA,GWS 6203 PPD,"Godrej 6.2 kg Semi-Automatic Top Loading Washing Machine (GWS 6203 PPD, White and Blue)"
"4,090.00",70WSVM,"Noble Skiodo 7 kg Washer Only (70WSVM, Burgundy and Grey)"
"9,490.00",WMS80TG,"Intex 8 kg Semi-Automatic Top Loading Washing Machine (WMS80TG, White and Maroon)"
"9,999.00",NA-W65B3RRB,"Panasonic 6.5 kg Semi-Automatic Top Loading Washing Machine (NA-W65B3RRB, Red)"
"4,049.00",DMR 30-1208,"DMR 3 kg Portable Mini Washing Machine with Dryer Basket  (DMR 30-1208, Pink)"
"12,449.00",WT725QPNDMP,"Samsung 7.2 kg Semi-Automatic Top Loading Washing Machine (WT725QPNDMP, White and Blue)"
"12,790.00",P8541R3SA,"LG 7.5 kg Semi-Automatic Top Loading Washing Machine (P8541R3SA, Burgundy)"
"4,780.00",WM75ST,"Intex 7.5 kg Washer Only (WM75ST, White and Grey)"
"9,450.00",Superb Atom 60I,"Whirlpool 6 kg Semi-Automatic Top Loading Washing Machine (Superb Atom 60I, Purple)"
"8,590.00",BSATL72N1,"BPL 7.2 kg Semi-Automatic Top Loading Washing Machine (BSATL72N1, White and Maroon)"
"9,090.00",Superb Atom 62I,"Whirlpool 6.2 kg Semi-Automatic Top Loading Washing Machine (Superb Atom 62I, Dark Grey)"
"5,049.00",DMR 46-1218,"DMR 46-1218 Single Tub Washing Machine with Steel Dryer Basket (4.6 kg, Blue)"
"10,390.00",P7550R3FA,"LG 6.5 kg Semi-Automatic Top Loading Washing Machine (P7550R3FA, Dark Grey)"
"7,790.00",HYS72F,"Hyundai 7.2 kg Semi-Automatic Top Loading Washing Machine (HYS72F, Luminous Blue)"
"8,990.00",Superb Atom 60I,"Whirlpool 6 kg Semi-Automatic Top Loading Washing Machine (Superb Atom 60I, Tulip Pink)"
"4,049.00",DMR 30-1208,"DMR 3 kg Portable Mini Washing Machine with Dryer Basket  (DMR 30-1208, Blue)"
"5,299.00",WS65WLPT1LR Liliput,"Onida 6.5 kg Washer Only (WS65WLPT1LR Liliput, Lava Red)"
