price,model,title
"10,600",Superb 65s/Superb Atom 65s,Whirlpool 6.5 kg Semi Automatic Top Load Washing Machine
"14,799",WS 800 PD,"Godrej 8 kg Semi Automatic Top Load Washing Machine Pink, White"
"14,499",WS 800 PDS,Godrej 8 kg Semi Automatic Top Load Washing Machine
"11,699",WO75SBX,Onida 7.5 kg Semi Automatic Top Load Washing Machine Red
"10,499",S68SCOGF,Onida 6.8 kg Semi Automatic Top Load Washing Machine
"11,499",WS 680 CT,Godrej 6.8 kg Semi Automatic Top Load Washing Machine
"11,499",MiSAWM85v25 AJD With Air Jet Dryer,"Mitashi 8.5 kg Semi Automatic Top Load Washing Machine White, Grey"
"9,099",ES73GLDG,Electrolux 7.3 kg Semi Automatic Top Load Washing Machine
"10,999",GWS 6502 PPC RED,"Godrej 6.5 kg Semi Automatic Top Load Washing Machine Red, Grey"
"14,990",P9037R3SM,LG 8 kg Semi Automatic Top Load Washing Machine Blue
"9,999",P7252N3FA,"LG 6.2 kg Semi Automatic Top Load Washing Machine White, Blue"
"13,000",Ace 7.5 Sup Soak (N),Whirlpool 7.5 kg Semi Automatic Top Load Washing Machine Purple
"11,499",GWS 6502 PPC,Godrej 6.5 kg Semi Automatic Top Load Washing Machine
"16,939",P1515R3SA,LG 9.5 kg Semi Automatic Top Load Washing Machine
"11,999",WT705QPNDMPXTL,Samsung 7 kg Semi Automatic Top Load Washing Machine
"11,189",P7559R3FA,LG 6.5 kg Semi Automatic Top Load Washing Machine Maroon
"9,499",MWMSA065M02,Carrier Midea 6.5 kg Semi Automatic Top Load Washing Machine
"10,000",WM SA72DB-CVP,Intex 7.2 kg Semi Automatic Top Load Washing Machine Blue
"10,499",WMSA80LV,"Intex 8.0 kg Semi Automatic Top Load Washing Machine White, Purple"
"9,999",WMS76FT,Intex 7.6 kg Semi Automatic Top Load Washing Machine
"10,099",WMSA80CR,"Intex 8.0 kg Semi Automatic Top Load Washing Machine White, Red"
"12,999",WS 680 CT,Godrej 6.8 kg Semi Automatic Top Load Washing Machine
"11,699",HTW80-1128,"Haier 8 kg Semi Automatic Top Load Washing Machine White, Blue"
"11,499",WT655QPNDRP/XTL,Samsung 6.5 kg Semi Automatic Top Load Washing Machine
"18,499",Stainwash D Clean DC65,Whirlpool 6.5 kg Fully Automatic Top Load Washing Machine Maroon
"13,999",WT 620 CFS,Godrej 6.2 kg Fully Automatic Top Load Washing Machine
"13,999",WT 620 CFS,Godrej 6.2 kg Fully Automatic Top Load Washing Machine Red
"23,799",TL- RCH 7.5 KG Aqua,IFB 7.5 kg Fully Automatic Top Load Washing Machine
"15,499",MiFAWM78v20,Mitashi 7.8 kg Fully Automatic Top Load Washing Machine Grey
